freq,level,altitude,idx,caps,bssid,ssid,device_model,droid_version,app_version,device_mac,time,acc,lng,lat
2437,-79,0,56771877, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 70:62:b8:46:29:06 ,462902, VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2447,-87,0,56765714, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:50:23:8a ,502386, VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2447,-78,-9,56765759, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:50:23:8a ,502386, VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2447,-74,0,56765816, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:50:23:8a ,502386, VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2447,-74,-8,56765893, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:50:23:8a ,502386, VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2447,-74,-10,56765974, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:50:23:8a ,502386, VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2437,-86,0,56771854, [wpa2-psk-ccmp][ess]                                            , f0:99:bf:0c:e4:ee , _easyy                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2462,-86,-8,56765960, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 6c:19:8f:0e:5f:08 , 0e5f04                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2462,-86,-10,56766029, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 6c:19:8f:0e:5f:08 , 0e5f04                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2462,-73,0,56765724, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:12:a3:bc , 12a3b8_2.4g                      , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2462,-73,-9,56765769, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:12:a3:bc , 12a3b8_2.4g                      , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2462,-73,0,56765822, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:12:a3:bc , 12a3b8_2.4g                      , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2452,-92,0,56771885, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:13:5f:c0 , 135fbc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2452,-80,0,56765704, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:13:5f:c0 , 135fbc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2452,-78,-9,56765749, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:13:5f:c0 , 135fbc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2452,-78,0,56765811, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:13:5f:c0 , 135fbc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2452,-78,-8,56765888, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:13:5f:c0 , 135fbc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2412,-65,0,56771860, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 6c:19:8f:14:ba:34 , 14ba30                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2462,-74,-9,56765798, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:17:09:42 , 17093e                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2462,-74,0,56765851, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:17:09:42 , 17093e                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2462,-74,-8,56765915, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:17:09:42 , 17093e                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2462,-74,-10,56765984, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , ec:22:80:17:09:42 , 17093e                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2412,-79,0,56765870, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 04:a1:51:1f:34:a8 , 1f34a9                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2412,-79,-8,56765934, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 04:a1:51:1f:34:a8 , 1f34a9                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2412,-74,-10,56766003, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 04:a1:51:1f:34:a8 , 1f34a9                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2462,-83,0,56765675, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 70:62:b8:44:03:94 , 2r                               , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2412,-76,0,56771891, [wpa2-psk-ccmp][ess]                                            , 82:2a:a8:77:db:0d , 372 lofts                        , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2427,-76,-8,56765953, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:72:82:41:dc:88 , 41dc80                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2427,-74,-10,56766022, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:72:82:41:dc:88 , 41dc80                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2427,-82,0,56771900, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:51:90:b0 , 5190ac                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2412,-85,0,56765689, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:72:82:54:b8:f2 , 54b8ea                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2462,-72,0,56765864, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:57:3c:6c , 573c68                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2462,-72,-10,56765997, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:57:3c:6c , 573c68                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2462,-71,-8,56765928, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:57:3c:6c , 573c68                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-82,-8,56765959, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:57:de:ae , 57deaa                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-82,-10,56766028, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:57:de:ae , 57deaa                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2462,-83,-9,56765789, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:5a:ed:6c , 5aed68                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2462,-83,0,56765842, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:5a:ed:6c , 5aed68                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2462,-83,-8,56765906, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:5a:ed:6c , 5aed68                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2462,-77,0,56765731, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:5d:dd:28 , 5ddd24                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2462,-77,-9,56765776, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:5d:dd:28 , 5ddd24                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2462,-77,0,56765829, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 48:ee:0c:5d:dd:28 , 5ddd24                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2412,-86,0,56771855, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:70:ff:66 , 70ff60                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2452,-85,-9,56765790, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7b:93:d2 , 7b93cc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2452,-85,0,56765843, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7b:93:d2 , 7b93cc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2452,-85,-8,56765907, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7b:93:d2 , 7b93cc                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2422,-75,-9,56765799, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7f:f6:2a , 7ff624                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2422,-71,0,56765852, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7f:f6:2a , 7ff624                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2422,-71,-8,56765916, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7f:f6:2a , 7ff624                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2422,-71,-10,56765985, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:7f:f6:2a , 7ff624                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2422,-79,0,56765678, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:8f:76:9c , 8f7698                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2462,-87,0,56771865, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:94:0d:22 , 940d1e                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2437,-73,-8,56765923, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:a2:2a:e2 , a22ade                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-70,-10,56765992, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:a2:2a:e2 , a22ade                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2437,-65,0,56765859, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:a2:2a:e2 , a22ade                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2437,-79,0,56771897, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:3e:5d:a9:37:f4 , a937ec                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2462,-71,0,56765863, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:3e:5d:aa:8e:54 , aa8e4c                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2462,-68,-10,56765996, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:3e:5d:aa:8e:54 , aa8e4c                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2462,-67,-8,56765927, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:3e:5d:aa:8e:54 , aa8e4c                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-78,0,56765732, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:20:c7:ad:c4:78 , adc470                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2437,-78,-9,56765777, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:20:c7:ad:c4:78 , adc470                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2437,-78,0,56765830, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:20:c7:ad:c4:78 , adc470                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2437,-83,0,56771850, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 20:aa:4b:c1:52:62 , aliens taking over               , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2437,-85,0,56771858, [ess]                                                           , 20:aa:4b:c1:52:64 , aliens taking over-guest         , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2437,-75,0,56765728, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:86:2a:48 , arazamendi                       , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2437,-75,-9,56765773, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:86:2a:48 , arazamendi                       , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2437,-75,0,56765826, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:86:2a:48 , arazamendi                       , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2437,-76,-8,56765955, [wpa2-psk-ccmp][wps][ess]                                       , 78:24:af:93:4b:68 , asus                             , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-76,-10,56766024, [wpa2-psk-ccmp][wps][ess]                                       , 78:24:af:93:4b:68 , asus                             , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2437,-77,0,56771893, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:20:c7:b0:44:f8 , b044f0                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2462,-71,0,56765699, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:b9:cb:52 , b9cb4c                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2462,-71,-9,56765744, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:03:d8:b9:cb:52 , b9cb4c                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2412,-74,0,56765703, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:92:b4:38 , babeness1433                     , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2412,-74,-9,56765748, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , c4:12:f5:92:b4:38 , babeness1433                     , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2412,-81,0,56771849, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:65:a3:bc:73:20 , bc7318                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2437,-74,0,56771874, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:20:c7:be:a0:58 , bea050                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2447,-82,0,56771899, [wpa-psk-ccmp][wpa2-psk-ccmp][wps][ess]                         , 08:86:3b:9b:b1:ba , belkin.1ba                       , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2422,-92,0,56771866, [wpa2-psk-ccmp][wps][ess]                                       , a0:63:91:a9:d8:69 , bigtrks03                        , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2462,-80,0,56771898, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:83:c7:48:be:c8 , brian_2.4g                       , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2437,-73,0,56765725, [wpa2-psk-ccmp+tkip][wps][ess]                                  , 10:78:5b:2f:5b:c1 , brittjay                         , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2437,-73,-9,56765770, [wpa2-psk-ccmp+tkip][wps][ess]                                  , 10:78:5b:2f:5b:c1 , brittjay                         , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2437,-73,0,56765823, [wpa2-psk-ccmp+tkip][wps][ess]                                  , 10:78:5b:2f:5b:c1 , brittjay                         , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2462,-78,0,56765869, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , b0:c5:54:c3:fe:54 , c3fe50                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2462,-71,-8,56765933, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , b0:c5:54:c3:fe:54 , c3fe50                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2462,-71,-10,56766002, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , b0:c5:54:c3:fe:54 , c3fe50                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2437,-73,-10,56766041, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , b0:c5:54:c7:9e:1a , c79e16                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2427,-76,0,56765707, [wpa2-psk-ccmp][wps][ess]                                       , 1c:b7:2c:ca:38:50 , capomakusaywut                   , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2427,-76,-9,56765752, [wpa2-psk-ccmp][wps][ess]                                       , 1c:b7:2c:ca:38:50 , capomakusaywut                   , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2412,-82,0,56765686, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 04:a1:51:cb:28:9d , cb289e                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2437,-64,-8,56765949, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:65:a3:cb:f3:80 , cbf378                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-64,-10,56766018, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:65:a3:cb:f3:80 , cbf378                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2462,-68,-10,56766037, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , b0:c5:54:cc:5a:e8 , cc5ae4                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2447,-82,-8,56765958, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 04:a1:51:cc:79:60 , cc7961                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2447,-80,-10,56766027, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 04:a1:51:cc:79:60 , cc7961                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2412,-82,0,56771864, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 00:81:d8:d5:9c:5c , d59c56                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,39.36,-73.9401956,40.6958367
2437,-73,0,56765700, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 54:b8:0a:d6:88:8e , d6888a                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.663,-73.9397823,40.6958165
2437,-72,-9,56765745, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 54:b8:0a:d6:88:8e , d6888a                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,22.199,-73.939702,40.6958533
2437,-72,0,56765809, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 54:b8:0a:d6:88:8e , d6888a                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
2437,-72,-8,56765886, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 54:b8:0a:d6:88:8e , d6888a                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-72,-10,56765969, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 54:b8:0a:d6:88:8e , d6888a                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2437,-76,-8,56765929, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 3c:1e:04:d7:a7:e6 , d7a7e2                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,20.083,-73.9395986,40.6961573
2437,-76,-10,56765998, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 3c:1e:04:d7:a7:e6 , d7a7e2                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,23.592,-73.9394609,40.6964854
2437,-75,0,56765865, [wpa-psk-ccmp+tkip][wpa2-psk-ccmp+tkip][wps][ess]               , 3c:1e:04:d7:a7:e6 , d7a7e2                           , VS425        , 5.1.1         , 0.3.3       , d3a2898a5e731607 ,1.50E+12,21.769,-73.9397594,40.6958132
